delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate
0.4,1000,exp,4,8,56,10,416.2520612499211,417.2437064170372,417.2437064170372,417.2437064170372,space,1.5156528330408037,419.17026291654133,419.6306726250332,419.6306726250332,419.6306726250332,447,57,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116]",419.6306726250332,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.4,1000,exp,4,11,59,4,441.8523488328792,442.84428679198027,442.84428679198027,442.84428679198027,space,0.20993245812132955,443.46024062467427,443.9207700418774,443.9207700418774,443.9207700418774,553,60,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.4,1000,exp,5,0,60,7,446.1691669,447.1538308330346,447.1538308330346,447.16048766695894,space,0.4558818330988288,448.0106310416634,448.47270375001244,448.47270375001244,448.47270375001244,711,61,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.1,1000,exp,5,1,61,3,451.80254604201764,452.7870636668522,452.7870636668522,452.79423720785417,space,3.1746458751149476,456.0772901245548,456.53818937484175,456.53818937484175,456.53818937484175,700,62,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.7,1000,exp,5,3,63,8,466.46949087502435,467.45421233284287,467.45421233284287,467.4616536248941,space,1.056480416096747,469.2111060415084,469.67211870802566,469.67211870802566,469.67211870802566,200,64,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987, 2.3432649159803987, 1.95167245878838]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023, 2.3432673329953104, 1.9516751249320805]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.4,1000,exp,5,4,64,10,471.61968170804903,472.60417304188013,472.60417304188013,472.6117133749649,space,2.550695499172434,475.5708364586501,476.0311184169259,476.0311184169259,476.0311184169259,648,65,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987, 2.3432649159803987, 1.95167245878838, 6.576813250081614]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023, 2.3432673329953104, 1.9516751249320805, 6.576815333915874]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.1,1000,exp,5,5,65,9,482.60362800001167,483.58764795796014,483.58764795796014,483.59523166692816,space,1.2671030829660594,484.9608728336791,485.4219004579354,485.4219004579354,485.4219004579354,384,66,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987, 2.3432649159803987, 1.95167245878838, 6.576813250081614, 1.8355605418328196]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023, 2.3432673329953104, 1.9516751249320805, 6.576815333915874, 1.8355624999385327]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.7,1000,exp,5,6,66,5,487.25307087483816,488.2376899998635,488.2376899998635,488.2451707080472,space,9.152580915950239,498.09519124968597,498.5562875419855,498.5562875419855,498.5562875419855,322,67,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987, 2.3432649159803987, 1.95167245878838, 6.576813250081614, 1.8355605418328196, 3.11879708385095]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023, 2.3432673329953104, 1.9516751249320805, 6.576815333915874, 1.8355624999385327, 3.118799041956663]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.7,1000,exp,5,8,68,11,506.8033272079192,507.79577283305116,507.79577283305116,507.79577283305116,space,4.196723583,512.7047047916024,513.163777,513.163777,513.163777,100,69,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987, 2.3432649159803987, 1.95167245878838, 6.576813250081614, 1.8355605418328196, 3.11879708385095, 1.3687186669558287, 1.7763294170144945]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023, 2.3432673329953104, 1.9516751249320805, 6.576815333915874, 1.8355624999385327, 3.118799041956663, 1.3687212918885052, 1.7763315842021257]",513.163777,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
0.4,1000,exp,5,9,69,4,514.9367718750145,515.9214323,515.9214323,515.9288970418274,space,4.968210916034877,521.3047466665196,521.7651027499232,521.7651027499232,521.7651027499232,232,70,"[6.970356540987268, 1.3543444590177387, 2.5093380000907928, 1.6533958341460675, 1.2592608330305666, 3.3938830827828497, 1.2697460828348994, 1.975330375134945, 6.219619625015184, 2.718223250005394, 1.7921304169576615, 1.68609350011684, 2.2686470421031117, 4.776966624893248, 2.385246125049889, 2.1420566660817713, 3.492726792115718, 1.5364163341000676, 1.352109625004232, 4.193853541044518, 3.0355805419385433, 2.7700699171982706, 1.0352732909377664, 1.4440024169161916, 0.8097910000942647, 1.408856000052765, 1.9361261250451207, 2.3883316670544446, 1.6533445841632783, 1.220898959087208, 1.768879208015278, 2.32682116702199, 4.986290792003274, 2.5090072921011597, 1.9016743749380112, 1.3538112910464406, 1.1274041659198701, 1.6695095840841532, 2.676444916985929, 4.68514549988322, 4.3268315410241485, 3.6256046250928193, 2.369606167078018, 2.3711063750088215, 2.092486707959324, 2.4581167500000447, 2.835631625028327, 2.3753365417942405, 2.253189415903762, 3.2087124579120427, 4.602138415910304, 7.193126166937873, 2.076932624913752, 4.259096167050302, 6.085593000054359, 2.2771143750287592, 7.075642457930371, 6.326513999840245, 2.377782041905448, 2.252558209002018, 3.335023291874677, 5.419233832973987, 2.3432649159803987, 1.95167245878838, 6.576813250081614, 1.8355605418328196, 3.11879708385095, 1.3687186669558287, 1.7763294170144945, 2.1094313331414014]","[6.970359040889889, 1.3543465421535075, 2.509340250166133, 1.6533978341612965, 1.259263041894883, 3.393885707948357, 1.2697479999624193, 1.9753325839992613, 6.2196223749779165, 2.718225250020623, 1.7921325420029461, 1.6860957089811563, 2.26864904188551, 4.776968624908477, 2.3852483751252294, 2.142058749916032, 3.492729000048712, 1.53641829197295, 1.352111625019461, 4.1938554579392076, 3.0355830418411642, 2.7700720001012087, 1.0352754998020828, 1.444004459073767, 0.8097929160576314, 1.4088582501281053, 1.9361284170299768, 2.3883338749874383, 1.6533465420361608, 1.220900959102437, 1.7688813752029091, 2.3268232920672745, 4.986293042078614, 2.5090093340259045, 1.9016764999832958, 1.3538136661518365, 1.1274061659350991, 1.669511792017147, 2.676446917001158, 4.685147667070851, 4.326833416009322, 3.6256067079957575, 2.3696081249509007, 2.37110837479122, 2.0924890420865268, 2.4581187500152737, 2.835633791051805, 2.375338666839525, 2.2531914999708533, 3.2087143750395626, 4.602140374947339, 7.193128125043586, 2.076934624928981, 4.259098292095587, 6.085594957927242, 2.2771168330218643, 7.075644499855116, 6.326517124893144, 2.3777847080491483, 2.2525609170552343, 3.3350253750104457, 5.419235792011023, 2.3432673329953104, 1.9516751249320805, 6.576815333915874, 1.8355624999385327, 3.118799041956663, 1.3687212918885052, 1.7763315842021257, 2.109433541074395]",,964143,001,2023-10-27_12h00.37.384,tutorial7_intentional_binding,2022.2.4,None
